226,`ydata` must not be empty!
240,Optimal parameters not found: The maximum number of function evaluations is exceeded.
241,Optimal parameters not found: The maximum number of function evaluations is exceeded.
245,`ydata` must not be empty!
250,Optimal parameters not found: The maximum number of function evaluations is exceeded.
252,`ydata` must not be empty!
257,`ydata` must not be empty!
267,`ydata` must not be empty!
273,Optimal parameters not found: The maximum number of function evaluations is exceeded.
277,Optimal parameters not found: The maximum number of function evaluations is exceeded.
278,`ydata` must not be empty!
283,`ydata` must not be empty!
284,`ydata` must not be empty!
285,Optimal parameters not found: The maximum number of function evaluations is exceeded.
289,Optimal parameters not found: The maximum number of function evaluations is exceeded.
295,Optimal parameters not found: The maximum number of function evaluations is exceeded.
297,Optimal parameters not found: The maximum number of function evaluations is exceeded.
299,Optimal parameters not found: The maximum number of function evaluations is exceeded.
301,`ydata` must not be empty!
302,`ydata` must not be empty!
308,Optimal parameters not found: The maximum number of function evaluations is exceeded.
309,`ydata` must not be empty!
310,`ydata` must not be empty!
311,Optimal parameters not found: The maximum number of function evaluations is exceeded.
317,`ydata` must not be empty!
321,`ydata` must not be empty!
327,`ydata` must not be empty!
331,Optimal parameters not found: The maximum number of function evaluations is exceeded.
336,Optimal parameters not found: The maximum number of function evaluations is exceeded.
341,Optimal parameters not found: The maximum number of function evaluations is exceeded.
343,`ydata` must not be empty!
345,Optimal parameters not found: The maximum number of function evaluations is exceeded.
353,Optimal parameters not found: The maximum number of function evaluations is exceeded.
354,`ydata` must not be empty!
355,`ydata` must not be empty!
356,`ydata` must not be empty!
357,`ydata` must not be empty!
360,`ydata` must not be empty!
361,Optimal parameters not found: The maximum number of function evaluations is exceeded.
362,Optimal parameters not found: The maximum number of function evaluations is exceeded.
364,Optimal parameters not found: The maximum number of function evaluations is exceeded.
366,`ydata` must not be empty!
368,`ydata` must not be empty!
369,`ydata` must not be empty!
371,`ydata` must not be empty!
374,Optimal parameters not found: The maximum number of function evaluations is exceeded.
376,`ydata` must not be empty!
377,`ydata` must not be empty!
378,`ydata` must not be empty!
382,`ydata` must not be empty!
385,Optimal parameters not found: The maximum number of function evaluations is exceeded.
387,Optimal parameters not found: The maximum number of function evaluations is exceeded.
389,`ydata` must not be empty!
391,`ydata` must not be empty!
393,`ydata` must not be empty!
394,`ydata` must not be empty!
395,`ydata` must not be empty!
396,Optimal parameters not found: The maximum number of function evaluations is exceeded.
398,`ydata` must not be empty!
400,`ydata` must not be empty!
401,`ydata` must not be empty!
402,`ydata` must not be empty!
405,`ydata` must not be empty!
407,Optimal parameters not found: The maximum number of function evaluations is exceeded.
408,`ydata` must not be empty!
409,`ydata` must not be empty!
410,`ydata` must not be empty!
411,`ydata` must not be empty!
412,`ydata` must not be empty!
417,`ydata` must not be empty!
418,`ydata` must not be empty!
419,`ydata` must not be empty!
420,`ydata` must not be empty!
423,Optimal parameters not found: The maximum number of function evaluations is exceeded.
424,`ydata` must not be empty!
425,`ydata` must not be empty!
426,Optimal parameters not found: The maximum number of function evaluations is exceeded.
427,`ydata` must not be empty!
430,`ydata` must not be empty!
431,`ydata` must not be empty!
434,Optimal parameters not found: The maximum number of function evaluations is exceeded.
435,`ydata` must not be empty!
437,`ydata` must not be empty!
438,`ydata` must not be empty!
439,`ydata` must not be empty!
440,`ydata` must not be empty!
441,Optimal parameters not found: The maximum number of function evaluations is exceeded.
442,`ydata` must not be empty!
444,`ydata` must not be empty!
446,`ydata` must not be empty!
447,`ydata` must not be empty!
448,Optimal parameters not found: The maximum number of function evaluations is exceeded.
449,`ydata` must not be empty!
452,`ydata` must not be empty!
456,`ydata` must not be empty!
458,`ydata` must not be empty!
459,Optimal parameters not found: The maximum number of function evaluations is exceeded.
460,`ydata` must not be empty!
463,Optimal parameters not found: The maximum number of function evaluations is exceeded.
464,`ydata` must not be empty!
466,`ydata` must not be empty!
467,`ydata` must not be empty!
472,`ydata` must not be empty!
473,Optimal parameters not found: The maximum number of function evaluations is exceeded.
474,`ydata` must not be empty!
475,`ydata` must not be empty!
476,Optimal parameters not found: The maximum number of function evaluations is exceeded.
477,Optimal parameters not found: The maximum number of function evaluations is exceeded.
480,`ydata` must not be empty!
481,`ydata` must not be empty!
483,`ydata` must not be empty!
485,`ydata` must not be empty!
486,Optimal parameters not found: The maximum number of function evaluations is exceeded.
487,`ydata` must not be empty!
490,Optimal parameters not found: The maximum number of function evaluations is exceeded.
491,Optimal parameters not found: The maximum number of function evaluations is exceeded.
493,Optimal parameters not found: The maximum number of function evaluations is exceeded.
494,`ydata` must not be empty!
496,`ydata` must not be empty!
498,`ydata` must not be empty!
505,`ydata` must not be empty!
506,`ydata` must not be empty!
507,`ydata` must not be empty!
509,`ydata` must not be empty!
510,Optimal parameters not found: The maximum number of function evaluations is exceeded.
513,`ydata` must not be empty!
514,`ydata` must not be empty!
515,`ydata` must not be empty!
516,`ydata` must not be empty!
518,`ydata` must not be empty!
519,`ydata` must not be empty!
520,`ydata` must not be empty!
521,`ydata` must not be empty!
522,Optimal parameters not found: The maximum number of function evaluations is exceeded.
523,Optimal parameters not found: The maximum number of function evaluations is exceeded.
524,`ydata` must not be empty!
525,`ydata` must not be empty!
526,`ydata` must not be empty!
527,`ydata` must not be empty!
528,`ydata` must not be empty!
530,`ydata` must not be empty!
532,`ydata` must not be empty!
533,`ydata` must not be empty!
535,`ydata` must not be empty!
536,`ydata` must not be empty!
537,`ydata` must not be empty!
538,`ydata` must not be empty!
539,`ydata` must not be empty!
541,`ydata` must not be empty!
542,Optimal parameters not found: The maximum number of function evaluations is exceeded.
543,`ydata` must not be empty!
544,`ydata` must not be empty!
545,`ydata` must not be empty!
546,`ydata` must not be empty!
547,`ydata` must not be empty!
548,`ydata` must not be empty!
549,`ydata` must not be empty!
552,`ydata` must not be empty!
553,`ydata` must not be empty!
554,`ydata` must not be empty!
555,`ydata` must not be empty!
556,`ydata` must not be empty!
558,`ydata` must not be empty!
559,`ydata` must not be empty!
560,`ydata` must not be empty!
561,Optimal parameters not found: The maximum number of function evaluations is exceeded.
563,`ydata` must not be empty!
566,`ydata` must not be empty!
567,`ydata` must not be empty!
568,`ydata` must not be empty!
569,`ydata` must not be empty!
572,`ydata` must not be empty!
573,`ydata` must not be empty!
574,`ydata` must not be empty!
577,`ydata` must not be empty!
578,`ydata` must not be empty!
579,`ydata` must not be empty!
580,`ydata` must not be empty!
581,`ydata` must not be empty!
582,`ydata` must not be empty!
583,`ydata` must not be empty!
584,`ydata` must not be empty!
586,Optimal parameters not found: The maximum number of function evaluations is exceeded.
587,`ydata` must not be empty!
588,`ydata` must not be empty!
589,`ydata` must not be empty!
590,`ydata` must not be empty!
591,`ydata` must not be empty!
592,Optimal parameters not found: The maximum number of function evaluations is exceeded.
593,`ydata` must not be empty!
594,`ydata` must not be empty!
597,`ydata` must not be empty!
598,`ydata` must not be empty!
599,`ydata` must not be empty!
600,`ydata` must not be empty!
603,`ydata` must not be empty!
604,`ydata` must not be empty!
