galaxyID,groupID,DistToHost,Mstar_r80star,sfr
128.0,7.0,254.23041486318618,19552377743.815086,1.2974515929818151
131.0,7.0,160.65802037222994,22712540564.93429,12.25723080523312
315.0,7.0,71.53562916374673,7173361786.5573015,0.7582797780632973
570.0,7.0,231.48104684939912,2650233943.449525,0.14780209958553314
1105.0,7.0,199.6173806560121,352434995.4356525,0.026417957618832588
1291.0,7.0,297.01715364495493,44338171.14846876,0.0
1343.0,7.0,256.61655234591075,199419290.99137223,0.0
2368.0,7.0,200.70253900033185,66836480.04786557,0.0
4739.0,7.0,183.4924596006801,196580323.32854745,0.0
6635.0,7.0,150.61243485872043,12530264.811462102,0.0
7368.0,7.0,192.9121822297939,7680983.695970744,0.0
11010.0,7.0,200.7120488290449,4784605.593210188,0.0
15000.0,7.0,239.35862549422933,6259396.03206124,0.0
23.0,8.0,495.9302906365191,85988573327.22064,6.4190860372036695
168.0,8.0,474.24768024870224,13386472702.516987,3.011257041245699
270.0,8.0,254.21818815257103,3828154786.781639,0.07437360659241676
332.0,8.0,255.1240164463784,5142022139.187632,0.8399221822619438
333.0,8.0,81.25248143694915,8709812127.893341,0.8866364546120167
786.0,8.0,162.6506069205024,903271858.3248756,0.12544236704707146
3243.0,8.0,114.55426927999528,5068487.796366512,0.0
3299.0,8.0,299.92536079975645,24916981.277453884,0.0
3468.0,8.0,213.8787220034473,38241259.875985056,0.0
6466.0,8.0,191.47167235483374,76397550.27323169,0.0
6815.0,8.0,131.13606691725994,18610529.38048322,0.0
9244.0,8.0,97.90577476391337,58259804.48757641,0.0
14240.0,8.0,112.88676421893759,13786757.342478415,0.0
89.0,9.0,316.27289508448484,25022294465.99733,3.041492449119687
259.0,9.0,202.35767705277317,9856243758.202707,0.6677017211914062
1117.0,9.0,382.9828755912584,412086906.7137977,0.0
1528.0,9.0,395.47426263520543,29115891.26073767,0.0
3117.0,9.0,240.1595475405645,179425966.98069283,0.0
3274.0,9.0,231.34214053536485,9485443.831028538,0.0
4661.0,9.0,234.21429888655342,145005390.91432247,0.0
6107.0,9.0,72.32788439714548,694334456.3868395,0.0
397.0,10.0,360.94830633858993,1141517886.004506,0.1429795529693365
482.0,10.0,393.13644735487287,2008512065.2615266,0.0
10928.0,10.0,36.2357363156242,262251697.68934733,0.0
338.0,11.0,367.04101777272797,3055657582.5565968,0.11349202319979668
707.0,11.0,344.0716741344445,1255146156.6677835,0.03574301674962044
890.0,11.0,168.28796191571269,961375499.9338976,0.0
1094.0,11.0,221.83900906153985,42235369.12334752,0.0
1446.0,11.0,316.30312781636525,512842809.4296878,0.0
1917.0,11.0,382.15899805416655,46247394.07035256,0.0
3934.0,11.0,395.70010593093764,5456831.259451686,0.0
5701.0,11.0,112.8927792771922,5484025.825704149,0.0
6438.0,11.0,163.5048519725511,5721583.515708079,0.0
190.0,12.0,144.69889762001645,12042514824.175028,1.0852011907845736
242.0,12.0,190.318956867098,7723961007.4094095,0.5895674675703049
469.0,12.0,948.4685312040756,1860892390.2278225,0.061967438086867326
3307.0,12.0,165.18413756500877,149765885.11355034,0.0
4045.0,12.0,120.71756419480243,19716494.12060489,0.0
7274.0,12.0,56.878514092779895,352011135.64056027,0.0
49407.0,12.0,56.13174318100332,9181471.310823232,0.0
162.0,14.0,5.923612065558478,21906813873.52888,27.510804500430822
436.0,14.0,291.4484885481806,2574698018.965977,0.6887246239930391
457.0,14.0,183.50900000342938,3411690086.2520595,0.0
1219.0,14.0,207.58582550717563,726690582.617341,0.0
1278.0,14.0,122.34597271371227,83158619.43407723,0.04507457464933395
781.0,15.0,115.63558288841722,666497976.9907341,0.0
1221.0,15.0,333.07292138432916,250527166.31781787,0.0
1395.0,15.0,101.8089403526515,113655400.81705862,0.0
2044.0,15.0,156.49963409021666,7618671.88986706,0.0
2186.0,15.0,135.02271561144363,113641043.89137194,0.0
3683.0,15.0,343.2315333318053,10101334.614705332,0.0
5818.0,15.0,64.48771244593114,9898990.890670206,0.0
6499.0,15.0,257.0032725296232,9253319.740833586,0.0
787.0,16.0,222.07073824150882,1027106566.862799,0.0
868.0,16.0,107.32764691770149,1722181860.9766624,0.0
1307.0,16.0,176.74230327885525,498698880.8803581,0.0
1700.0,16.0,149.95316299788342,39539034.145282395,0.0
1883.0,16.0,132.57812952945454,339824254.1117109,0.0
3000.0,16.0,308.3320743906856,9659096.018130723,0.0
3304.0,16.0,301.61809092241214,7283740.302262043,0.0
788.0,17.0,334.44097860157,726728966.066278,0.0
1303.0,17.0,270.4493780849666,36068796.72607344,0.0
3018.0,17.0,192.81838736995311,9602815.10240915,0.0
4749.0,17.0,303.8998172421925,11979655.876511095,0.0
7019.0,17.0,239.17282910009848,16616841.263389973,0.0
13249.0,17.0,149.7413142262604,6937585.967593762,0.0
20512.0,17.0,165.32418724380986,5649756.581136424,0.0
181.0,19.0,121.76532464333941,10361639312.46778,2.7662545945495367
367.0,19.0,338.768296920262,2016196782.212386,0.3165125213563442
562.0,19.0,196.2571319716468,3407081420.4117517,0.4308910258114338
2184.0,19.0,233.1083311730215,23881093.718355104,0.0
5674.0,19.0,101.1285353830058,8430486.226278896,0.0
6211.0,19.0,283.64346945567434,4934981.99969183,0.0
17588.0,19.0,178.31426857566987,8352427.423672472,0.0
601.0,20.0,224.3018018732781,1531484971.3917449,0.06994110345840454
13299.0,20.0,266.8002485613431,5772055.121292752,0.0
92.0,21.0,51.36658339505771,37874779365.12694,12.170985976234078
443.0,21.0,135.9197587157134,2733783770.049991,0.2446242030709982
747.0,21.0,131.9367742774772,1452679686.6897395,0.0
3454.0,21.0,62.127319857787626,76798314.92457551,0.0
3698.0,21.0,273.45111960377625,6322211.369823441,0.0
253.0,22.0,186.65187850868531,10036052831.10025,1.0542268529534342
921.0,22.0,140.58635202043317,755851623.9696107,0.02546034939587116
1244.0,22.0,284.9026475070566,89536152.08791737,0.0
173.0,24.0,102.25195150301184,17211160095.275513,3.285400753840804
1269.0,24.0,143.7892892130991,208550506.40286818,0.0
484.0,25.0,187.10062627317248,2946405103.434497,0.07308550924062729
352.0,27.0,58.57967899318649,6932507191.259418,1.1091993041336536
1799.0,27.0,84.62807692278815,49019043.07751152,0.0
206.0,28.0,250.2784418047527,4399732550.325938,0.2532580308616161
13781.0,28.0,40.673167701393716,5075834.976921633,0.0
325.0,30.0,56.93955103425245,8884830198.136318,0.14672768861055374
643.0,32.0,118.96145895738887,643002264.6982481,0.0
6019.0,32.0,179.28210085756768,4739545.417326339,0.0
1670.0,34.0,106.0559215223834,7122174.9090423165,0.0
1950.0,34.0,269.29444917303664,22317964.612282667,0.0
15840.0,34.0,66.83919658854263,19654346.63847014,0.0
19129.0,34.0,186.87256647190532,4723019.288371708,0.0
614.0,40.0,165.39767314664087,719822372.8525647,0.18329585902392864
